pFBA knockout results
model: iCTH669

time to solve: 0:00:02.892195
objective value (flux sum): 243.67230725
objective value (EXCH_etoh_e): 8.04776826

ethanol maximization reaction flux profile

reaction	lb	level	ub
----------------------------------------------------------------------------------
protein_biomass	0.0	0.17626805699999998	1000.0
NA_biomass	0.0	0.176268057	1000.0
lipid_biomass	0.0	0.176268057	1000.0
glyco_biomass	0.0	0.176268057	1000.0
other_biomass	0.0	0.17626805700000003	1000.0
BIOMASS	0.176268057	0.176268057	0.176268057
PPA	0.0	0.0	0.0
ACLS	0.0	0.14267176017116556	1000.0
PDHam1hi	0.0	0.06924973340760615	1000.0
ECH	0.0	2.9299843684581868	1000.0
AHEXASE3	0.0	0.0	1000.0
CLBH	0.0	0.0	0.0
PPBNGS	0.0	0.0	1000.0
HMBS	0.0	0.0	1000.0
ATPS	-1000.0	-6.845625511694186	1000.0
NADK	0.0	0.00021603584723416366	1000.0
ADK1	-1000.0	1.1187365898729238	1000.0
ADK2	-1000.0	0.0	1000.0
DPCOAK	0.0	0.0	1000.0
UREA	0.0	0.0	1000.0
NMNAT	-1000.0	0.0	1000.0
HAMR	-1000.0	0.0	1000.0
NDPK2	-1000.0	0.12949743929639695	1000.0
UMPK	-1000.0	0.06322474538048277	1000.0
FMNAT	0.0	0.0	1000.0
METAT	0.0	-2.3503971981783744e-16	1000.0
R00182	-1000.0	-0.025967171868255357	1000.0
BPNT	0.0	0.0281791105170741	1000.0
ADPT	0.0	0.0	1000.0
AHCi	0.0	-2.3503971981783744e-16	1000.0
PPDK	0.0	0.0	0.0
PFL	-1000.0	0.0	1000.0
ME2	0.0	10.424454729423164	1000.0
ACALD	0.0	8.0477682590336	1000.0
ACALDy	0.0	0.0	1000.0
PTAr	-1000.0	1.0123751205460807	1000.0
GLU5K	0.0	0.032201090686814135	1000.0
GLUDy	-1000.0	-1.2350081783827227	1000.0
GLNS	0.0	0.19791989402551152	1000.0
NADS2	0.0	0.0032671026753406072	1000.0
ACGS	0.0	0.0	1000.0
ICDHyr	0.0	0.14953008183686803	1000.0
OXSCL	0.0	0.0	1000.0
GALU	-1000.0	0.04430170320298373	1000.0
ACKr	-1000.0	1.0123751205460807	1000.0
NDPK1	-1000.0	-3.5827144035378917	1000.0
GK1	-1000.0	4.328965638242639	1000.0
PPGPPDP	0.0	0.0	1000.0
CS	0.0	0.14953008183686803	1000.0
ASPTA	0.0	0.31043818639626974	1000.0
AGT	-1000.0	-0.16282914072412488	1000.0
GLYAT	-1000.0	0.0	1000.0
GLYTA	-1000.0	-0.1628291407241249	1000.0
ALAR	0.0	0.06228601444008297	1000.0
UAG2EMA	0.0	0.0	1000.0
UAGP2UAG	0.0	0.05807049412573357	1000.0
UAG4Ei	0.0	0.016629494598720557	1000.0
UAG2E	0.0	0.0013820326317634899	1000.0
GTPCII2	0.0	0.0	1000.0
NTPP2	0.0	4.3198145838899835	1000.0
NTPP3	0.0	0.0	1000.0
NTPP4	0.0	0.0	1000.0
NTPH	0.0	0.0	1000.0
GTPDPK	0.0	0.0	1000.0
PEPCK_re	0.0	10.833123877752982	1000.0
DAPDC	0.0	0.06643427620353204	1000.0
LYSDC	0.0	0.0	1000.0
HOGL	-1000.0	0.0	1000.0
ASPK	0.0	0.14823928906918987	1000.0
ASNS2	0.0	0.034406346520648896	1000.0
ASP1DC	0.0	0.0	1000.0
ADSK	0.0	0.028179110517074092	1000.0
CYTK1	-1000.0	0.09418648554138265	1000.0
CYTDK1	0.0	0.0	1000.0
UTCY	0.0	0.0	1000.0
CYTDK2	0.0	0.0	1000.0
SADT	0.0	0.028179110517074092	1000.0
RBFK	0.0	0.0	1000.0
DCTPD2	0.0	0.0	1000.0
NDPK3	-1000.0	0.09413765085940073	1000.0
CTPS1	0.0	0.010627905633765	1000.0
CTPS2	0.0	0.0	1000.0
CBPS	0.0	0.05284407834864846	1000.0
ASNS1	0.0	0.0	1000.0
PSP	-1000.0	0.17751568873987442	1000.0
SERAT	0.0	0.0	1000.0
TMDPPK	0.0	0.0	1000.0
TMDPK	0.0	0.0	1000.0
ENO	-1000.0	10.991253085964518	1000.0
UAGCVT	0.0	0.018087976182319027	1000.0
TRPS2	0.0	0.0	1000.0
AROH	0.0	0.0	1000.0
PHETA1	-1000.0	-0.04162238644657654	1000.0
LDH_L	-1000.0	0.0	1000.0
ALDD2x	0.0	0.0	1000.0
GLYCLTDx	-1000.0	0.0	1000.0
NTPP9	0.0	0.0	1000.0
NDPK9	-1000.0	0.0	1000.0
TYRTA	-1000.0	-0.023987617830164756	1000.0
ACCOAC	0.0	0.25143028371696696	1000.0
ALCD2x	0.0	8.0477682590336	1000.0
ALCD2y	0.0	0.0	1000.0
GF6PTA	0.0	0.05807049412573356	1000.0
G3PD1ir	0.0	0.1033438355470148	1000.0
G3PD2	0.0	0.0	1000.0
GLYK	0.0	0.0	1000.0
HSOR	0.0	0.028179110517074106	1000.0
SULR_ferr	0.0	0.0	1000.0
HEX7	0.0	0.0	1000.0
KHK	0.0	0.0	1000.0
FPGLP	0.0	-3.357710283108706e-17	1000.0
SBTD_D2	-1000.0	0.0	1000.0
MAN1PT	0.0	0.0	1000.0
CYSTA	0.0	0.04314024024397433	1000.0
CYSS	0.0	0.0	1000.0
AMPTASECG	-1000.0	0.0	1000.0
ALDD22x	0.0	0.0	1000.0
PTA2	-1000.0	0.0	1000.0
MCITS	0.0	0.0	1000.0
DHFR2i	0.0	0.0	1000.0
THFOR1	0.0	0.004890138397141629	1000.0
DHFR	0.0	0.0	1000.0
THFOR2	0.0	0.0	1000.0
THFGLUS	0.0	0.0	1000.0
FTHFLi	0.0	0.03521765963372108	1000.0
GHMT2r	-1000.0	-0.13281296150273594	1000.0
METS	0.0	0.017695163025747297	1000.0
GLGC	0.0	0.0	0.0
CEPA	0.0	2.9214438359726205	1000.0
G1PCTYT	0.0	0.0	1000.0
ITCY	0.0	0.0	1000.0
URIK1	0.0	0.0	1000.0
UPPRT	0.0	0.0	1000.0
UTUP	0.0	0.0	1000.0
URIK2	0.0	0.0	1000.0
URIK3	0.0	0.0	1000.0
ANS	0.0	0.0044106117378673645	1000.0
MMOR	0.0	0.06924973340760379	1000.0
SHSL4	0.0	0.0	1000.0
2HBO	0.0	0.0	1000.0
DOLPMT	0.0	0.0	1000.0
TPI	-1000.0	-5.563883920379391	1000.0
MGSA	0.0	0.0	1000.0
PRPPS	0.0	0.04405344414635305	1000.0
ADPRDP	0.0	0.0	1000.0
RPI	-1000.0	-0.07002061601460863	1000.0
PPM	-1000.0	-1.3930190304520564e-28	1000.0
GAPD	-1000.0	11.168768774704391	1000.0
DRPA	0.0	0.0	1000.0
TGBPA	0.0	0.0	1000.0
ATPPRT	0.0	0.009637376111365451	1000.0
GLUPRT	0.0	0.025580283522355633	1000.0
ANPRT	0.0	0.0044106117378673645	1000.0
BACCL	0.0	0.0	1000.0
FUM	-1000.0	-0.05129911990332439	1000.0
ADSL1r	-1000.0	0.0	1000.0
ARGSL	-1000.0	0.025718836380968762	1000.0
LEUTA	0.0	0.07063660242734657	1000.0
ACNMCT	0.0	0.0	1000.0
IPDPTA	-1000.0	0.0	1000.0
IMPC	-1000.0	-0.03521765963372109	1000.0
IMPD	-1000.0	0.009250487765465538	1000.0
NDPK8	0.0	0.0	1000.0
ALAALAr	0.0	0.018087976182319023	1000.0
AGMT	0.0	0.0	1000.0
LHOR	0.0	0.009637376111365451	1000.0
NHHA	-1000.0	0.0	1000.0
BTCOARx	0.0	0.0	1000.0
POR	0.0	9.71453072064954	1000.0
OOR3	0.0	0.0	1000.0
OBFOR	0.0	0.049429716923770316	1000.0
DHAD1	0.0	0.14267176017116792	1000.0
IPPS	0.0	0.07649172471943351	1000.0
VALTA	-1000.0	-0.06618003545173441	1000.0
MTHFD	-1000.0	0.02558028352235563	1000.0
MTHFO_nadp	0.0	0.0	1000.0
MOHMT	0.0	0.08464737655749137	1000.0
GPAR	0.0	0.0	1000.0
GMPS	0.0	0.009250487765465536	1000.0
GMPS2	0.0	0.0	1000.0
PRO1x	0.0	0.03220109068681414	1000.0
P5CR	0.0	0.0	1000.0
FACOAL160	0.0	0.0	1000.0
AHSERL2	0.0	0.017695163025747532	1000.0
SHSL2	0.0	0.0	1000.0
ACONT	-1000.0	0.14953008183686806	1000.0
PPNDH	0.0	0.04162238644657656	1000.0
UGE2	-1000.0	0.0	1000.0
HPYRRx	-1000.0	0.0	1000.0
ASPCT	0.0	0.027125241967679698	1000.0
OCBT	-1000.0	0.025718836380968762	1000.0
MTAP	-1000.0	0.0	1000.0
NBAH	0.0	0.0	1000.0
THRS	0.0	0.04602187365759131	1000.0
PGK	0.0	11.168768774704391	1000.0
PGLYDH	0.0	0.17751568873987447	1000.0
GLYPT	0.0	0.0	1000.0
PGM	-1000.0	10.991253085964518	1000.0
RPE	-1000.0	-0.07002061601460863	1000.0
2D3DGLNR	-1000.0	0.0	1000.0
DADK	0.0	0.0	1000.0
DATCY	0.0	0.0	1000.0
DATUP	0.0	0.0	1000.0
PUNP1	-1000.0	0.025967171868255316	1000.0
ABGPT	0.0	2.9214438359724513	1000.0
ACOATA	0.0	0.031919860237505565	1000.0
ACPS1	0.0	0.0	1000.0
MCOATA	0.0	0.25143028371696696	1000.0
XYLK	-1000.0	0.0	1000.0
MTHFC	0.0	0.0	1000.0
DMATT	0.0	-4.201495378591889e-31	1000.0
DCMPDA	0.0	0.0	1000.0
CYTK2	0.0	0.0	1000.0
CHRS	0.0	0.07002061601460864	1000.0
CHORM	0.0	0.06561000427674128	1000.0
NAMNPP	0.0	0.0	1000.0
PPND	0.0	0.023987617830164752	1000.0
GLYALDDr	-1000.0	0.0	1000.0
HSDxi	0.0	0.06371703668333885	1000.0
HSDH	0.0	0.0	1000.0
HSST	0.0	0.0	1000.0
CDGPT	0.0	0.0036228395411503477	1000.0
ACNPLYS	0.0	0.0	1000.0
PMANM	-1000.0	0.0	1000.0
MPAKI	-1000.0	0.0	1000.0
DPHS	0.0	0.07002061601460864	1000.0
NTPP1	0.0	0.0	1000.0
NTPP5	0.0	0.0	1000.0
NTPP6	0.0	0.0	1000.0
NTPP7	0.0	0.0	1000.0
NTPP8	0.0	0.0	1000.0
NTPTP1	0.0	0.0	1000.0
NDPK5	0.0	0.0	1000.0
PUNP5	-1000.0	-0.02596717186825555	1000.0
DHORD_NAD	0.0	0.027125241967679698	1000.0
QUINDH	0.0	0.0	1000.0
CYTD	0.0	0.0	1000.0
DGTUP	0.0	0.0	1000.0
XYLTD_D	0.0	0.0	1000.0
SPMS	0.0	0.0	1000.0
SALCCM	-1000.0	0.0	1000.0
ARGSS	-1000.0	0.025718836380968762	1000.0
