pFBA knockout results
model: iCBI665

time to solve: 0:00:00.024001
objective value: 11.48164000
ethanol maximization reaction flux profile

reaction	lb	level	ub
----------------------------------------------------------------------------------
PPA	0.0	0.0	0.0
ACLS	0.0	0.0095483232930216	1000.0
PDHam1hi	0.0	0.005112487932050821	1000.0
ECH	-1000.0	0.0	1000.0
AHEXASE3	0.0	0.0	1000.0
CLBH	0.0	0.0	1000.0
PPBNGS	0.0	0.0	1000.0
HMBS	0.0	0.0	1000.0
ATPS	0.0	0.0	1000.0
GLUS	0.0	0.0	1000.0
NADK	0.0	0.0004104725599199249	1000.0
GLUSy	0.0	0.0	1000.0
ADK1	0.0	0.024180599525337562	1000.0
DPCOAK	0.0	-1.4244795344913353e-15	1000.0
UREA	0.0	0.0	1000.0
NMNAT	0.0	0.0	1000.0
HAMR	-1000.0	0.0	1000.0
NDPK2	0.0	0.013771355784920487	1000.0
UMPK	0.0	0.009753835290844793	1000.0
FMNAT	0.0	0.0	1000.0
METAT	0.0	0.0	1000.0
NTD7	0.0	0.0	1000.0
BPNT	0.0	0.002220842667746462	1000.0
ADPT	0.0	0.0	1000.0
AHCi	0.0	0.0	1000.0
PPDK	0.0	0.0	0.0
PFL	0.0	0.04743164818316942	1000.0
ME2	-1000.0	11.550811262627146	1000.0
ACALD	0.0	11.481640003400097	1000.0
PTAr	-1000.0	0.0	1000.0
ACS	0.0	0.0	0.0
ACADCOAT	0.0	0.0	0.0
GLU5K	0.0	0.0021311207341354666	1000.0
GLUDy	-1000.0	-0.10712329189483141	1000.0
OPAH	-1000.0	0.0	1000.0
GLNS	0.0	0.022656282636420798	1000.0
NADS2	0.0	0.0011052499684395937	1000.0
ALATA_L	-1000.0	-0.00915752693502585	1000.0
ACGS	0.0	0.0	1000.0
ICDHyr	0.0	0.012446222928079169	1000.0
OXSCL	0.0	0.0	1000.0
GALU	-1000.0	0.005377108752678065	1000.0
HEX1	0.0	0.0	1000.0
ACKr	0.0	0.0	1000.0
ACADT	0.0	0.0	0.0
NDPK1	-1000.0	-0.4589908149005979	1000.0
GK1	-1000.0	5.776401061593138	1000.0
PPGPPDP	0.0	0.0	1000.0
PC	0.0	0.0	1000.0
CS	0.0	0.01244622292807917	1000.0
ASPTA	-1000.0	-0.03803270030972199	1000.0
AGT	-1000.0	0.0	1000.0
GLYAT	-1000.0	0.0	1000.0
GLYTA	-1000.0	0.0	1000.0
ALAR	0.0	0.0037211153637317913	1000.0
UAG2EMA	0.0	0.0	1000.0
UAGP2UAG	0.0	0.004926414194042831	1000.0
UAG4Ei	0.0	0.0014070550752610922	1000.0
UAG2E	0.0	0.00011708587796537169	1000.0
GTPCII2	0.0	0.0	1000.0
NTPP2	0.0	5.775842390381073	1000.0
NTPH	0.0	0.0	1000.0
GTPDPK	0.0	0.0	1000.0
PEPCK_re	-1000.0	11.594075846485987	1000.0
DAPDC	0.0	0.004907239160507249	1000.0
LYSDC	0.0	0.0	1000.0
HOGL	-1000.0	0.0	1000.0
ASPK	0.0	0.016188087565981196	1000.0
ASNS2	0.0	0.003326157502121876	1000.0
ASP1DC	0.0	-1.4244795344913351e-15	1000.0
ADSK	0.0	0.0022208426677464625	1000.0
NTD4	0.0	0.0	1000.0
CYTK1	-1000.0	0.005647876636831369	1000.0
CYTDK1	0.0	0.0	1000.0
UTCY	0.0	0.0	1000.0
CYTDK2	0.0	0.0	1000.0
SADT	0.0	0.002220842667746463	1000.0
RBFK	0.0	0.0	1000.0
DCTPD2	0.0	0.0	1000.0
NDPK3	-1000.0	0.005636724511493975	1000.0
CTPS1	0.0	0.0028585211945378543	1000.0
CTPS2	0.0	0.0	1000.0
CBPS	0.0	0.009326267019437557	1000.0
ASNS1	0.0	0.0	1000.0
PSP	0.0	0.012066124182347728	1000.0
SPTc	-1000.0	0.0	1000.0
SERAT	0.0	0.000706488645131146	1000.0
SGAT	0.0	0.0	1000.0
TDP	0.0	0.0	1000.0
TMDPPK	0.0	0.0	1000.0
TMDPK	0.0	0.0	1000.0
ENO	-1000.0	11.618391854485067	1000.0
UAGCVT	0.0	0.0015322391119330049	1000.0
NTTP8	0.0	0.0	1000.0
TRPS2	0.0	0.0	1000.0
