FBA results
model: iCTH669

time to solve: 0:00:00.026004
status: optimal
objective value: 5.03764590

reaction	lb	level	ub
----------------------------------------------------------------------------------
protein_biomass	0.0	0.207269625	1000.0
NA_biomass	0.207269625	0.207269625	0.207269625
lipid_biomass	0.0	0.207269625	1000.0
glyco_biomass	0.0	0.207269625	1000.0
other_biomass	0.0	0.207269625	1000.0
BIOMASS	0.207269625	0.207269625	0.207269625
PPA	0.0	0.0	0.0
ACLS	0.0	0.0	1000.0
PDHam1hi	0.0	0.24919369539268976	1000.0
ECH	0.0	8.18586064777876	1000.0
AHEXASE3	0.0	0.0	1000.0
CLBH	0.0	0.0	0.0
PPBNGS	0.0	0.0	1000.0
HMBS	0.0	0.0	1000.0
ATPS	-1000.0	-6.50816848501662	1000.0
NADK	0.0	0.0002540316708815856	1000.0
ADK1	-1000.0	1.3460312859365684	1000.0
ADK2	-1000.0	-6.332188094598531e-12	1000.0
DPCOAK	0.0	0.0	1000.0
UREA	0.0	4.086401190560729e-14	1000.0
NMNAT	-1000.0	0.0	1000.0
HAMR	-1000.0	0.0	1000.0
NDPK2	-1000.0	0.1522731125431069	1000.0
UMPK	-1000.0	0.07434454936833819	1000.0
FMNAT	0.0	0.0	1000.0
METAT	0.0	0.0	1000.0
R00182	-1000.0	-3.209866329894606e-14	1000.0
BPNT	0.0	0.03313517927818824	1000.0
ADPT	0.03053421060528914	0.03053421060528914	0.03053421060528914
AHCi	0.0	0.0	1000.0
PPDK	0.0	0.0	0.0
PFL	-1000.0	0.0	1000.0
ME2	0.0	10.202616936097622	1000.0
ACALD	0.0	5.037645903168622	1000.0
ACALDy	0.0	0.0	1000.0
PTAr	-1000.0	3.5607081467422605	1000.0
GLU5K	0.0	0.037864534872861844	1000.0
GLUDy	-1000.0	-1.4522182087999815	1000.0
GLNS	0.0	0.23272953087882936	1000.0
NADS2	0.003841712207282341	0.003841712207282341	0.003841712207282341
ACGS	0.0	0.0	1000.0
ICDHyr	0.0	0.17582904421848095	1000.0
OXSCL	0.0	0.0	1000.0
GALU	0.05209337168628281	0.05209337168628281	0.05209337168628281
ACKr	-1000.0	3.5607081467422605	1000.0
NDPK1	-1000.0	-6.650294093297357	1000.0
GK1	-1000.0	4.032867659399858	1000.0
PPGPPDP	0.0	0.0	1000.0
CS	0.0	0.17582904421848097	1000.0
ASPTA	0.0	0.36503724824065104	1000.0
AGT	-1000.0	-0.19146710703765943	1000.0
GLYAT	-1000.0	0.0	1000.0
GLYTA	-1000.0	-0.19146710703765943	1000.0
ALAR	0.0	0.07324071686860048	1000.0
UAG2EMA	0.0	0.0	1000.0
UAGP2UAG	0.06828378179138449	0.06828378179138449	0.06828378179138449
UAG4Ei	0.0	0.019554246912793366	1000.0
UAG2E	0.0	0.0016251009411354638	1000.0
GTPCII2	0.0	0.0	1000.0
NTPP2	4.022107141378062	4.022107141378062	4.022107141378062
NTPP3	0.0	0.0	1000.0
NTPP4	0.0	0.0	1000.0
NTPH	0.0	0.0	1000.0
GTPDPK	0.0	0.0	1000.0
PEPCK_re	0.0	10.683161752697215	1000.0
DAPDC	0.0	0.07811856413584253	1000.0
LYSDC	0.0	0.0	1000.0
HOGL	-1000.0	0.0	1000.0
ASPK	0.0	0.17431123017168204	1000.0
ASNS2	0.04045764537480781	0.04045764537480781	0.04045764537480781
ASP1DC	0.0	0.0	1000.0
ADSK	0.0	0.03313517927818824	1000.0
CYTK1	-1000.0	0.1107517599641154	1000.0
CYTDK1	0.0	0.0	1000.0
UTCY	0.0	0.0	1000.0
CYTDK2	0.0	1.4314333765582534e-27	1000.0
SADT	0.03313517927818824	0.03313517927818824	0.03313517927818824
RBFK	0.0	0.0	1000.0
DCTPD2	0.0	0.0	1000.0
NDPK3	-1000.0	0.10736115182229228	1000.0
CTPS1	0.0	0.012497114069778433	1000.0
CTPS2	0.0	0.0	1000.0
CBPS	0.0	0.06213815758343509	1000.0
ASNS1	0.0	0.0	1000.0
PSP	-1000.0	0.2087366869687803	1000.0
SERAT	0.0	0.0	1000.0
TMDPPK	0.0	0.0	1000.0
TMDPK	0.0	0.0	1000.0
ENO	-1000.0	10.869102315299886	1000.0
UAGCVT	0.0	0.021269242448835726	1000.0
TRPS2	0.0	0.0	1000.0
AROH	0.0	0.0	1000.0
PHETA1	-1000.0	-0.04894282365827276	1000.0
LDH_L	-1000.0	0.0	1000.0
ALDD2x	0.0	0.0	1000.0
GLYCLTDx	-1000.0	1.495343766229914e-27	1000.0
NTPP9	0.0	0.0	1000.0
NDPK9	-1000.0	0.0	1000.0
TYRTA	-1000.0	-0.028206497745092932	1000.0
ACCOAC	0.0	0.2956511889142755	1000.0
ALCD2x	0.0	5.037645903168622	1000.0
ALCD2y	0.0	0.0	1000.0
GF6PTA	0.0	0.06828378179138449	1000.0
G3PD1ir	0.0	0.12151968090172734	1000.0
G3PD2	0.0	0.0	1000.0
GLYK	0.0	0.0	1000.0
HSOR	0.0	0.033135179278188244	1000.0
SULR_ferr	0.0	0.0	1000.0
HEX7	0.0	0.0	1000.0
KHK	0.0	0.0	1000.0
FPGLP	0.0	0.0	1000.0
SBTD_D2	-1000.0	0.0	1000.0
MAN1PT	0.0	0.0	1000.0
CYSTA	0.0	0.05072763363949718	1000.0
CYSS	0.0	0.0	1000.0
AMPTASECG	-1000.0	0.0	1000.0
ALDD22x	0.0	0.0	1000.0
PTA2	-1000.0	0.0	1000.0
MCITS	0.0	0.0	1000.0
DHFR2i	0.0	0.0	1000.0
THFOR1	0.0	0.0057502032363798165	1000.0
DHFR	0.0	0.0	1000.0
THFOR2	0.0	0.0	1000.0
THFGLUS	0.0	0.0	1000.0
FTHFLi	0.0	0.04141165013011598	1000.0
GHMT2r	-1000.0	-0.15617176018312562	1000.0
METS	0.0	0.02080734233464194	1000.0
GLGC	0.0	0.0	0.0
CEPA	0.0	2.9214438359726205	1000.0
G1PCTYT	0.0	0.0	1000.0
ITCY	0.0	0.0	1000.0
URIK1	0.0	0.0	1000.0
UPPRT	0.0	0.0	1000.0
UTUP	0.0	0.0	1000.0
URIK2	0.0	0.0	1000.0
URIK3	0.0	0.0	1000.0
ANS	0.0	0.005186338673553199	1000.0
MMOR	0.0	0.0814291966396751	1000.0
SHSL4	0.0	0.0	1000.0
2HBO	0.0	0.0	1000.0
DOLPMT	0.0	0.0	1000.0
TPI	-1000.0	-5.514813465281511	1000.0
MGSA	0.0	0.0	1000.0
PRPPS	0.0	0.08233566007679965	1000.0
ADPRDP	0.0	0.0	1000.0
RPI	-1000.0	-0.08233566007691666	1000.0
PPM	-1000.0	-8.160356059928178e-14	1000.0
GAPD	-1000.0	11.077839002268668	1000.0
DRPA	0.0	0.0	1000.0
TGBPA	0.0	0.0	1000.0
ATPPRT	0.011332372788297202	0.011332372788297202	0.011332372788297202
GLUPRT	0.030079277341818773	0.030079277341818773	0.030079277341818773
ANPRT	0.005186338673553198	0.005186338673553198	0.005186338673553198
BACCL	0.0	0.0	1000.0
FUM	-1000.0	-0.060321475859544935	1000.0
ADSL1r	-1000.0	0.0	1000.0
ARGSL	-1000.0	0.030242198517726138	1000.0
LEUTA	0.0	0.08305998458014839	1000.0
