pFBA knockout results
model: iCTH669

time to solve: 0:00:02.920972
objective value (flux sum): 218.75087235
objective value (EXCH_etoh_e): 8.94572524

ethanol maximization reaction flux profile

reaction	lb	level	ub
----------------------------------------------------------------------------------
protein_biomass	0.0	0.190249249	1000.0
NA_biomass	0.0	0.190249249	1000.0
lipid_biomass	0.0	0.19024924900000004	1000.0
glyco_biomass	0.0	0.19024924900000004	1000.0
other_biomass	0.0	0.19024924900000004	1000.0
BIOMASS	0.190249249	0.190249249	0.190249249
PPA	0.0	4.204285812182125	1000.0
ACLS	0.0	0.15398816829343498	1000.0
PDHam1hi	0.0	0.07474246893324996	1000.0
ECH	0.0	0.4370326994581842	1000.0
AHEXASE3	0.0	0.0	1000.0
CLBH	0.0	0.0	0.0
PPBNGS	0.0	0.0	1000.0
HMBS	0.0	0.0	1000.0
ATPS	-1000.0	-0.6141326948870669	1000.0
NADK	0.0	0.00023317133230194934	1000.0
ADK1	-1000.0	1.2074722991480342	1000.0
ADK2	-1000.0	0.0	1000.0
DPCOAK	0.0	0.0	1000.0
UREA	0.0	0.0	1000.0
NMNAT	-1000.0	0.0	1000.0
HAMR	-1000.0	0.0	1000.0
NDPK2	-1000.0	0.13449087610922242	1000.0
UMPK	-1000.0	0.06823959219595334	1000.0
FMNAT	0.0	0.0	1000.0
METAT	0.0	0.0	1000.0
R00182	-1000.0	-0.028026830446038035	1000.0
BPNT	0.0	0.030414215170939066	1000.0
ADPT	0.0	0.0	1000.0
AHCi	0.0	0.0	1000.0
PPDK	0.0	0.0	0.0
PFL	-1000.0	0.0	1000.0
ME2	0.0	3.080517281022552	1000.0
ACALD	0.0	8.94572523878462	1000.0
ACALDy	0.0	0.0	1000.0
PTAr	-1000.0	-0.09384117311065476	1000.0
GLU5K	0.0	0.034755209902536596	1000.0
GLUDy	-1000.0	-1.4077087615506625	1000.0
GLNS	0.0	0.21361846179831182	1000.0
NADS2	0.0	0.00352624202574264	1000.0
ACGS	0.0	0.0	1000.0
ICDHyr	0.0	0.16139047684840982	1000.0
OXSCL	0.0	0.0	1000.0
GALU	-1000.0	0.04781561621110141	1000.0
ACKr	-1000.0	-0.09384117311065474	1000.0
NDPK1	-1000.0	-7.834172719649679	1000.0
GK1	-1000.0	0.009876895722240746	1000.0
PPGPPDP	0.0	0.0	1000.0
CS	0.0	0.16139047684840982	1000.0
ASPTA	0.0	0.40980392492242107	1000.0
AGT	-1000.0	-0.1757443876406947	1000.0
GLYAT	-1000.0	0.0	1000.0
GLYTA	-1000.0	-0.17574438764069472	1000.0
ALAR	0.0	0.06722640319583792	1000.0
UAG2EMA	0.0	0.0	1000.0
UAGP2UAG	0.0	0.06267651714388457	1000.0
UAG4Ei	0.0	0.01794850929034829	1000.0
UAG2E	0.0	0.0014916524001084184	1000.0
GTPCII2	0.0	0.0	1000.0
NTPP2	0.0	0.0	1000.0
NTPP3	0.0	0.0	1000.0
NTPP4	0.0	0.0	1000.0
NTPH	0.0	0.0	1000.0
GTPDPK	0.0	0.0	1000.0
PEPCK_re	0.0	10.76549345134454	1000.0
DAPDC	0.0	0.07170369589755303	1000.0
LYSDC	0.0	0.0	1000.0
HOGL	-1000.0	0.0	1000.0
ASPK	0.0	0.2347397701895699	1000.0
ASNS2	0.0	0.037135381746377434	1000.0
ASP1DC	0.0	0.0	1000.0
ADSK	0.0	0.03041421517093906	1000.0
CYTK1	-1000.0	0.10165714903294933	1000.0
CYTDK1	0.0	0.0	1000.0
UTCY	0.0	0.0	1000.0
CYTDK2	0.0	0.0	1000.0
SADT	0.0	0.030414215170939063	1000.0
RBFK	0.0	0.0	1000.0
DCTPD2	0.0	0.0	1000.0
NDPK3	-1000.0	0.10160444089211916	1000.0
CTPS1	0.0	0.011470887577019463	1000.0
CTPS2	0.0	0.0	1000.0
CBPS	0.0	0.057035553639350096	1000.0
ASNS1	0.0	0.0	1000.0
PSP	-1000.0	0.19159584012706793	1000.0
SERAT	0.0	0.0	1000.0
TMDPPK	0.0	0.0	1000.0
TMDPK	0.0	0.0	1000.0
ENO	-1000.0	10.936165118232056	1000.0
UAGCVT	0.0	0.019522674403882955	1000.0
