other_biomass	-0.00016954	-0.00019892	-0.000968342623441
ADK2	0.00000000	0.75073535	1.0
NMNAT	0.00000000	4.33553286	1.0
PPDK	-0.00000000	-0.00000000	-1.0
GALU	0.04400301	4.37953587	1.0
IPDPTA	0.00000000	0.00000000	1.0
ARGSS	0.02554543	1.34112676	1.0
FRTT	0.00000000	0.00000000	1.0
F6PPT	-4.92092184	-5.67165719	-1.0
ADPT2	-0.00000000	-0.00000000	-1.0
ACBIPGT	0.00000000	0.00000000	1.0
rxn44628	0.00000000	0.00000000	1.0
GGT	0.00000000	0.00000000	2.0
ORPT	0.47945634	0.02694235	-1.0
PFK3_ppi	-0.00000000	-0.29935384	-1.0
HXPRT	-0.76096990	-0.02579209	1.0
XPPT	0.00000000	0.70902783	1.0
