NA_biomass	0.12776924	0.15533868	0.502
PPA	0.00000000	13.44201606	1.0
ADK2	0.00000000	0.49312173	1.0
NMNAT	0.00000000	6.69474225	1.0
FMNAT	0.00000000	6.69474225	1.0
METAT	0.00000000	0.00000000	1.0
ADPT	0.00000000	6.69474225	1.0
PPDK	3.65158412	-10.04675384	-1.0
NADS2	0.00471750	0.00573542	1.0
GALU	0.06396898	6.75871123	1.0
PPGPPDP	0.00000000	3.71930125	1.0
UAGP2UAG	0.08385028	0.10194309	1.0
GTPCII2	0.00000000	0.10832916	1.0
NTPP2	0.00000000	6.69474225	1.0
NTPP3	0.00000000	6.69474225	1.0
NTPP4	0.00000000	6.69474225	1.0
ASNS2	0.00000000	1.20394659	1.0
SADT	0.04068893	2.37479844	1.0
ASNS1	0.00000000	1.05801367	1.0
NTPP9	0.00000000	0.00000000	1.0
MAN1PT	0.00000000	0.00000000	1.0
GLGC	0.00000000	13.44201606	1.0
G1PCTYT	0.00000000	0.00000000	1.0
UPPRT	0.00000000	0.50016632	1.0
ATPPRT	0.01391579	0.30001588	1.0
GLUPRT	0.03693638	0.52919684	1.0
ANPRT	0.00636866	0.40486522	1.0
BACCL	0.00000000	0.00000000	1.0
ACNMCT	0.00000000	0.00000000	1.0
IPDPTA	0.00000000	0.00000000	1.0
GPAR	0.00000000	0.49312173	1.0
GMPS	0.00000000	0.47403665	1.0
GMPS2	0.00000000	0.45033482	1.0
FACOAL160	0.00000000	0.00000000	1.0
DMATT	0.00000000	-0.00000000	1.0
NAMNPP	0.00000000	0.00000000	1.0
NTPP1	0.00000000	6.69474225	1.0
NTPP5	0.00000000	6.69474225	1.0
NTPP6	0.00000000	6.69474225	1.0
NTPP7	0.00000000	6.69474225	1.0
NTPP8	0.00000000	6.69474225	1.0
ARGSS	0.03713644	0.89543673	1.0
FRTT	0.00000000	0.00000000	1.0
DUTPDP	0.00000000	6.69474225	1.0
PANTS	0.00000000	0.91790849	1.0
PACCOAL	0.00000000	0.00000000	1.0
NTPP11	0.00000000	0.00000000	1.0
TYRTRS	0.03463667	0.04211040	1.0
NNAT	0.00471750	6.69945975	1.0
APPAT	0.00000000	6.69474225	1.0
ALATRS	0.11906024	0.14475050	1.0
DHPS2_1	0.00000000	0.00000000	1.0
NNDPR	0.00471750	0.00573542	1.0
NTPP10	0.00000000	0.00000000	1.0
ARGTRS	0.03713644	0.04514957	1.0
ASNTRS	0.04968068	0.06040054	1.0
CYSTRS	0.01513819	0.01840463	1.0
GLNTRS	0.02675571	0.03252893	1.0
GLYTRS	0.15483749	0.18824759	1.0
HISTRS	0.01391579	0.01691847	1.0
ILETRS	0.09999242	0.12156831	1.0
LEUTRS	0.10199498	0.12400297	1.0
LYSTRS	0.09538886	0.11597142	1.0
METTRS	0.02555074	0.03106396	1.0
PHETRS	0.03847884	0.04678162	1.0
PROTRS	0.04649642	0.05652920	1.0
SERTRS	0.09127627	0.11097143	1.0
THRTRS	0.06645280	0.08079167	1.0
TRPTRS	0.00636866	0.00774285	1.0
VALTRS	0.09555996	0.11617944	1.0
PRATPP	0.01391579	0.30001588	1.0
ACGNMCT	0.00000000	0.00000000	1.0
PPNCL3	0.00000000	0.00000000	1.0
PPNCL2	0.00000000	0.00000000	1.0
ADPT2	-0.00000000	-0.00000000	-1.0
ACBIPGT	0.00000000	0.00000000	1.0
ASPTRS	0.06656718	0.08093073	1.0
GLUTRS	0.07940586	0.09653968	1.0
DHNAOT4	0.00000000	0.00000000	1.0
CMS	0.00000000	-0.00000000	1.0
CMIPDCOAL	0.00000000	0.00000000	1.0
TMIPDCOAL	0.00000000	0.00000000	1.0
UDCPDPS	0.00000000	-0.00000000	8.0
IPOHCOAL	0.00000000	0.00000000	1.0
PECGONCOAT	0.00000000	0.00000000	1.0
ADPCOAL	0.00000000	0.00000000	1.0
THISAT	0.00000000	0.00000000	1.0
rxn44628	0.00000000	0.00000000	1.0
GGT	0.00000000	0.00000000	2.0
SERTRS2	0.00000000	0.00000000	1.0
6TXAN5MPAML	0.00000000	0.00000000	1.0
HEPDPS	0.00000000	0.00000000	4.0
OCTDPS	0.00000000	0.00000000	5.0
TRNACCAT	0.00000000	0.00000000	3.0
TRNACTPAT	0.00000000	0.00000000	1.0
TRNACTPAT2	0.00000000	0.00000000	1.0
TRNAATPAT	0.00000000	0.00000000	1.0
ORPT	0.34240483	0.03916721	-1.0
F1PGT	0.00000000	0.00000000	1.0
CDGS	0.01955979	0.02378031	1.0
PGLS	0.00053821	0.00065434	1.0
G3PCT	0.11671869	0.14190369	1.0
ALLAS	0.01064405	0.01294077	24.0
ATAS	0.02705730	0.03289560	45.0
GRTT	0.00000000	-0.00000000	1.0
HXPRT	-0.52975548	-0.03749502	1.0
XPPT	0.00000000	0.46067951	1.0
PPAna	0.00000000	0.00104641	1.0
