other_biomass	-0.00024646	-0.00029964	-0.000968342623441
ADK2	0.00000000	0.49312173	1.0
NMNAT	0.00000000	6.69474225	1.0
PPDK	3.65158412	-10.04675384	-1.0
GALU	0.06396898	6.75871123	1.0
IPDPTA	0.00000000	0.00000000	1.0
ARGSS	0.03713644	0.89543673	1.0
FRTT	0.00000000	0.00000000	1.0
F6PPT	-4.39847320	-5.59396289	-1.0
ADPT2	-0.00000000	-0.00000000	-1.0
ACBIPGT	0.00000000	0.00000000	1.0
rxn44628	0.00000000	0.00000000	1.0
GGT	0.00000000	0.00000000	2.0
ORPT	0.34240483	0.03916721	-1.0
PFK3_ppi	-0.00000000	-0.19924828	-1.0
HXPRT	-0.52975548	-0.03749502	1.0
XPPT	0.00000000	0.46067951	1.0
