FBA results
model: iCTH669

time to solve: 0:00:00.037005
status: optimal
objective value: -2998.48661588

reaction	lb	level	ub
----------------------------------------------------------------------------------
protein_biomass	0.0	0.19845257500000008	1000.0
NA_biomass	0.0	0.198452575	1000.0
lipid_biomass	0.0	0.19845257500000155	1000.0
glyco_biomass	0.0	0.198452575	1000.0
other_biomass	0.0	0.198452575	1000.0
BIOMASS	0.198452575	0.198452575	0.198452575
PPA	0.0	0.0	1000.0
ACLS	0.0	0.16062795873290206	1000.0
PDHam1hi	0.0	0.07796527712790577	1000.0
ECH	0.0	7.1122462954445735	1000.0
AHEXASE3	0.0	0.0	1000.0
CLBH	0.0	0.0	0.0
PPBNGS	0.0	0.0	1000.0
HMBS	0.0	0.0	1000.0
ATPS	-1000.0	-3.1150704558214977	1000.0
NADK	0.0	0.0002432254085373107	1000.0
ADK1	-1000.0	4.9295882086549225	1000.0
ADK2	-1000.0	0.0	1000.0
DPCOAK	0.0	0.0	1000.0
UREA	0.0	0.0	1000.0
NMNAT	-1000.0	0.0	1000.0
HAMR	-1000.0	0.0	1000.0
NDPK2	-1000.0	0.14028996602179064	1000.0
UMPK	-1000.0	0.07118200392074528	1000.0
FMNAT	0.0	0.0	1000.0
METAT	0.0	0.0	1000.0
R00182	-1000.0	-0.029235314728063667	1000.0
BPNT	0.0	0.03172564070030533	1000.0
ADPT	0.0	0.0	1000.0
AHCi	0.0	0.0	1000.0
PPDK	-1000.0	-3.670051110522536	1000.0
PFL	-1000.0	-0.05565077854614852	1000.0
ME2	0.0	2.4453649223967067	1000.0
ACALD	0.0	0.0	1000.0
ACALDy	0.0	0.0	1000.0
PTAr	-1000.0	6.408434030393089	1000.0
GLU5K	0.0	0.03625381406800659	1000.0
GLUDy	-1000.0	-1.8546934353154523	1000.0
GLNS	0.0	0.26156605718302883	1000.0
NADS2	0.0	0.0036782894742566734	1000.0
ACGS	0.0	0.0	1000.0
ICDHyr	0.0	0.16834944621013934	1000.0
OXSCL	0.0	0.0	1000.0
GALU	-1000.0	0.049877369882836385	1000.0
ACKr	-1000.0	6.408434030393089	1000.0
NDPK1	-1000.0	-12.064304358216749	1000.0
GK1	-1000.0	0.01030277596042001	1000.0
PPGPPDP	0.0	0.0	1000.0
CS	0.0	0.16834944621013936	1000.0
ASPTA	0.0	0.34950891566724296	1000.0
AGT	-1000.0	-0.1833222809152537	1000.0
GLYAT	-1000.0	0.0	1000.0
GLYTA	-1000.0	-0.18332228091525374	1000.0
ALAR	0.0	0.07012512739118501	1000.0
UAG2EMA	0.0	0.0	1000.0
UAGP2UAG	0.0	0.06537905555272673	1000.0
UAG4Ei	0.0	0.018722428103151355	1000.0
UAG2E	0.0	0.0015559707140102607	1000.0
GTPCII2	0.0	0.0	1000.0
NTPP2	0.0	0.0	1000.0
NTPP3	0.0	0.0	1000.0
NTPP4	0.0	0.0	1000.0
NTPH	0.0	0.0	1000.0
GTPDPK	0.0	0.0	1000.0
PEPCK_re	0.0	12.07460713417717	1000.0
DAPDC	0.0	0.07479547573870497	1000.0
LYSDC	0.0	0.0	1000.0
HOGL	-1000.0	0.0	1000.0
ASPK	0.0	0.16689619850946724	1000.0
ASNS2	0.0	0.0	1000.0
ASP1DC	0.0	0.0	1000.0
ADSK	0.0	0.03172564070030533	1000.0
CYTK1	-1000.0	0.10604048688122603	1000.0
CYTDK1	0.0	0.0	1000.0
UTCY	0.0	0.0	1000.0
CYTDK2	0.0	0.0	1000.0
SADT	0.0	0.03172564070030533	1000.0
RBFK	0.0	0.0	1000.0
DCTPD2	0.0	0.0	1000.0
NDPK3	-1000.0	0.10598550602676175	1000.0
CTPS1	0.0	0.011965498887173125	1000.0
CTPS2	0.0	0.0	1000.0
CBPS	0.0	0.05949486027287783	1000.0
ASNS1	0.0	0.03873661614914758	1000.0
PSP	-1000.0	0.19985722956884353	1000.0
SERAT	0.0	0.0	1000.0
TMDPPK	0.0	0.0	1000.0
TMDPK	0.0	0.0	1000.0
ENO	-1000.0	9.511089231805704	1000.0
UAGCVT	0.0	0.02036446938267368	1000.0
TRPS2	0.0	0.0	1000.0
AROH	0.0	0.0	1000.0
PHETA1	-1000.0	-0.5111120320298248	1000.0
LDH_L	-1000.0	0.0	1000.0
ALDD2x	0.0	0.0	1000.0
GLYCLTDx	-1000.0	0.0	1000.0
NTPP9	0.0	0.0	1000.0
NDPK9	-1000.0	0.0	1000.0
TYRTA	-1000.0	-0.0270066205274624	1000.0
ACCOAC	0.0	0.2830744724020704	1000.0
ALCD2x	0.0	0.0	1000.0
ALCD2y	0.0	0.0	1000.0
GF6PTA	0.0	0.0653790555527267	1000.0
G3PD1ir	0.0	0.11635035084480269	1000.0
G3PD2	0.0	0.0	1000.0
GLYK	0.0	0.00021194482498943903	1000.0
HSOR	0.0	0.0	1000.0
SULR_ferr	0.0	0.03172564070030533	1000.0
HEX7	0.0	0.0	1000.0
KHK	0.0	0.0	1000.0
FPGLP	0.0	0.0	1000.0
SBTD_D2	-1000.0	0.0	1000.0
MAN1PT	0.0	0.0	1000.0
CYSTA	0.0	0.04856972901525395	1000.0
CYSS	0.0	0.0	1000.0
AMPTASECG	-1000.0	0.0	1000.0
ALDD22x	0.0	0.0	1000.0
PTA2	-1000.0	0.0	1000.0
MCITS	0.0	0.0	1000.0
DHFR2i	0.0	0.005505595134682398	1000.0
THFOR1	0.0	0.0	1000.0
DHFR	0.0	0.0	1000.0
THFOR2	0.0	0.0	1000.0
THFGLUS	0.0	0.0	1000.0
FTHFLi	0.0	0.03965003846364458	1000.0
GHMT2r	-1000.0	-0.1495283640856733	1000.0
METS	0.0	0.019922218053974414	1000.0
GLGC	0.0	0.0	0.0
CEPA	0.0	2.921443835972642	1000.0
G1PCTYT	0.0	0.0	1000.0
ITCY	0.0	0.0	1000.0
URIK1	0.0	0.0	1000.0
UPPRT	0.0	0.0	1000.0
UTUP	0.0	0.0	1000.0
URIK2	0.0	0.0	1000.0
URIK3	0.0	0.0	1000.0
ANS	0.0	0.004965716826985863	1000.0
MMOR	0.0	0.07796527712790577	1000.0
SHSL4	0.0	0.0	1000.0
2HBO	0.0	0.0	1000.0
DOLPMT	0.0	0.0	1000.0
TPI	-1000.0	-5.064518236806388	1000.0
MGSA	0.0	0.0	1000.0
PRPPS	0.0	0.049597865757795435	1000.0
ADPRDP	0.0	0.0	1000.0
RPI	-1000.0	-0.07883318048585901	1000.0
PPM	-1000.0	6.367319023040089e-18	1000.0
GAPD	-1000.0	9.710946461374549	1000.0
DRPA	0.0	0.0	1000.0
TGBPA	0.0	0.0	1000.0
ATPPRT	0.0	0.010850304576421124	1000.0
GLUPRT	0.0	0.02879973388722347	1000.0
ANPRT	0.0	0.004965716826985864	1000.0
BACCL	0.0	0.0	1000.0
FUM	-1000.0	-0.05775545843921608	1000.0
ADSL1r	-1000.0	0.0	1000.0
ARGSL	-1000.0	0.028955724551992624	1000.0
LEUTA	0.0	0.07952669292178208	1000.0
