FBA results
model: iCTH669

time to solve: 0:00:00.022000
status: optimal
objective value: 4.07957358

reaction	lb	level	ub
----------------------------------------------------------------------------------
protein_biomass	0.0	0.2583881410039583	1000.0
NA_biomass	0.25838814100000007	0.25838814100000007	0.25838814100000007
lipid_biomass	0.0	0.2583881409999902	1000.0
glyco_biomass	0.0	0.258388141	1000.0
other_biomass	0.0	0.25838814100000174	1000.0
BIOMASS	0.258388141	0.258388141	0.258388141
PPA	0.0	0.0	0.0
ACLS	0.0	0.20913994011046133	1000.0
PDHam1hi	0.0	0.10151192555671328	1000.0
ECH	0.0	7.176382267302687	1000.0
AHEXASE3	0.0	0.0	1000.0
CLBH	0.0	0.0	0.0
PPBNGS	0.0	0.0	1000.0
HMBS	0.0	0.0	1000.0
ATPS	-1000.0	-3.4462735228241774	1000.0
NADK	0.0	0.000316683021905528	1000.0
ADK1	-1000.0	-8.12169429924674	1000.0
ADK2	-1000.0	0.0	1000.0
DPCOAK	0.0	0.0	1000.0
UREA	0.0	2.5699970220928504e-14	1000.0
NMNAT	-1000.0	0.0	1000.0
HAMR	-1000.0	0.0	1000.0
NDPK2	-1000.0	0.18265957759089782	1000.0
UMPK	-1000.0	0.09268000511324924	1000.0
FMNAT	0.0	0.0	1000.0
METAT	0.0	0.0	1000.0
R00182	-1000.0	-0.03806480527559637	1000.0
BPNT	0.0	0.3015242676303965	1000.0
ADPT	0.0	0.0	1000.0
AHCi	0.0	0.0	1000.0
PPDK	-1000.0	10.021846954481392	1000.0
PFL	-1000.0	-0.07245812363381321	1000.0
ME2	0.0	0.07519844745523745	1000.0
ACALD	0.0	4.079573578050888	1000.0
ACALDy	0.0	0.0	1000.0
PTAr	-1000.0	3.757335591450028	1000.0
GLU5K	0.0	0.0472029935682889	1000.0
GLUDy	-1000.0	-1.8103760418416346	1000.0
GLNS	0.0	0.2901271753591073	1000.0
NADS2	0.004789186430217784	0.004789186430217784	0.004789186430217784
ACGS	0.0	0.0	1000.0
ICDHyr	0.0	0.21919342918683707	1000.0
OXSCL	0.0	0.0	1000.0
GALU	0.06494106152058521	0.06494106152058521	0.06494106152058521
ACKr	-1000.0	3.757335591450028	1000.0
NDPK1	-1000.0	-0.6608447599910849	1000.0
GK1	-1000.0	0.013414364251087055	1000.0
PPGPPDP	0.0	0.0	1000.0
CS	0.0	0.2191934291868371	1000.0
ASPTA	0.0	0.4550656950781251	1000.0
AGT	-1000.0	-0.23868827789180305	1000.0
GLYAT	-1000.0	0.0	1000.0
GLYTA	-1000.0	-0.23868827789180314	1000.0
ALAR	0.0	0.09130393648959433	1000.0
UAG2EMA	0.0	0.0	1000.0
UAGP2UAG	0.0851244818799104	0.0851244818799104	0.0851244818799104
UAG4Ei	0.0	0.024376873883241217	1000.0
UAG2E	0.0	0.0020258965157975697	1000.0
GTPCII2	0.0	0.0	1000.0
NTPP2	0.0	0.0	1000.0
NTPP3	0.0	0.0	1000.0
NTPP4	0.0	0.0	1000.0
NTPH	0.0	0.0	1000.0
GTPDPK	0.0	0.0	1000.0
PEPCK_re	0.0	0.6742591242418509	1000.0
DAPDC	0.0	0.09738479801347484	1000.0
LYSDC	0.0	0.0	1000.0
HOGL	-1000.0	0.0	1000.0
ASPK	0.0	0.21730127952941186	1000.0
ASNS2	0.05043563801357655	0.05043563801357655	0.05043563801357655
ASP1DC	0.0	0.0	1000.0
ADSK	0.0	0.3015242676303965	1000.0
CYTK1	-1000.0	0.13806625727065935	1000.0
CYTDK1	0.0	0.0	1000.0
UTCY	0.0	0.0	1000.0
CYTDK2	0.0	0.0	1000.0
SADT	0.3015242676303965	0.3015242676303965	0.3015242676303965
RBFK	0.0	0.0	1000.0
DCTPD2	0.0	0.0	1000.0
NDPK3	-1000.0	0.13799467139793584	1000.0
CTPS1	0.0	0.01557925370126444	1000.0
CTPS2	0.0	0.0	1000.0
CBPS	0.0	0.07746317398548619	1000.0
ASNS1	0.0	0.0	1000.0
PSP	-1000.0	0.0	1000.0
SERAT	0.0	0.0	1000.0
TMDPPK	0.0	0.0	1000.0
TMDPK	0.0	0.0	1000.0
ENO	-1000.0	10.927904810965243	1000.0
UAGCVT	0.0	0.02651483552803722	1000.0
TRPS2	0.0	0.0	1000.0
AROH	0.0	0.0	1000.0
PHETA1	-1000.0	-0.06101349978400711	1000.0
LDH_L	-1000.0	0.0	1000.0
ALDD2x	0.0	0.0	1000.0
GLYCLTDx	-1000.0	0.0	1000.0
NTPP9	0.0	0.0	1000.0
