FBA results
model: iCTH669

time to solve: 0:00:00.020997
status: optimal
objective value: 6.19369553

reaction	lb	level	ub
----------------------------------------------------------------------------------
protein_biomass	0.0	0.2585261829997842	1000.0
NA_biomass	0.258526183	0.258526183	0.258526183
lipid_biomass	0.0	0.258526183	1000.0
glyco_biomass	0.0	0.258526183	1000.0
other_biomass	0.0	0.258526183	1000.0
BIOMASS	0.258526183	0.258526183	0.258526183
PPA	0.0	0.0	1000.0
ACLS	0.0	0.20925167161123198	1000.0
PDHam1hi	0.0	0.10156615756886933	1000.0
ECH	0.0	0.0	1000.0
AHEXASE3	0.0	0.0	1000.0
CLBH	0.0	0.0	0.0
PPBNGS	0.0	0.0	1000.0
HMBS	0.0	0.0	1000.0
ATPS	-1000.0	-5.049150530051322	1000.0
NADK	0.0	0.00031685220752487604	1000.0
ADK1	-1000.0	-1.9635167313277482	1000.0
ADK2	-1000.0	0.0	1000.0
DPCOAK	0.0	0.0	1000.0
UREA	0.0	0.0	1000.0
NMNAT	-1000.0	0.0	1000.0
HAMR	-1000.0	0.0	1000.0
NDPK2	-1000.0	0.1827571621522835	1000.0
UMPK	-1000.0	0.09272951873743744	1000.0
FMNAT	0.0	0.0	1000.0
METAT	0.0	1.6699803387054148e-17	1000.0
R00182	-1000.0	-0.03808514112347859	1000.0
BPNT	0.0	0.04132931403622525	1000.0
ADPT	0.0	0.0	1000.0
AHCi	0.0	2.3878720377376674e-17	1000.0
PPDK	3.604328488628198	3.604328488628198	3.604328488628198
PFL	-1000.0	-0.07249683386064498	1000.0
ME2	0.0	6.2315121050475355	1000.0
ACALD	0.0	6.193695530413453	1000.0
ACALDy	0.0	0.0	1000.0
PTAr	-1000.0	1.641157410130912	1000.0
GLU5K	0.0	0.04722821142625948	1000.0
GLUDy	-1000.0	-1.8113432221610173	1000.0
GLNS	0.0	0.29028217371065124	1000.0
NADS2	0.004791745018922831	0.004791745018922831	0.004791745018922831
ACGS	0.0	-1.3964485280619277e-17	1000.0
ICDHyr	0.0	0.2193105316917105	1000.0
OXSCL	0.0	0.0	1000.0
GALU	0.06497575581414762	0.06497575581414762	0.06497575581414762
ACKr	-1000.0	1.641157410130912	1000.0
NDPK1	-1000.0	-3.8960274589201003	1000.0
GK1	-1000.0	0.01342153077807907	1000.0
PPGPPDP	0.0	0.0	1000.0
CS	0.0	0.21931053169171055	1000.0
ASPTA	0.0	0.45530881063837364	1000.0
AGT	-1000.0	-0.2388157953801014	1000.0
GLYAT	-1000.0	0.0	1000.0
GLYTA	-1000.0	-0.23881579538010145	1000.0
ALAR	0.0	0.0913527149588852	1000.0
UAG2EMA	0.0	0.0	1000.0
UAGP2UAG	0.08516995902014068	0.08516995902014068	0.08516995902014068
UAG4Ei	0.0	0.024389897052228483	1000.0
UAG2E	0.0	0.002026978836393821	1000.0
GTPCII2	0.0	0.0	1000.0
NTPP2	0.0	0.0	1000.0
NTPP3	0.0	0.0	1000.0
NTPP4	0.0	0.0	1000.0
NTPH	0.0	0.0	1000.0
GTPDPK	0.0	0.0	1000.0
PEPCK_re	0.0	6.8308928256708	1000.0
DAPDC	0.0	0.09743682513759487	1000.0
LYSDC	0.0	0.0	1000.0
HOGL	-1000.0	0.0	1000.0
ASPK	0.0	0.21741737116704737	1000.0
ASNS2	0.05046258288846552	0.05046258288846552	0.05046258288846552
ASP1DC	0.0	0.0	1000.0
ADSK	0.0	0.041329314036225244	1000.0
CYTK1	-1000.0	0.13814001817242672	1000.0
CYTDK1	0.0	0.0	1000.0
UTCY	0.0	0.0	1000.0
CYTDK2	0.0	0.0	1000.0
SADT	0.041329314036225244	0.041329314036225244	0.041329314036225244
RBFK	0.0	0.0	1000.0
DCTPD2	0.0	0.0	1000.0
NDPK3	-1000.0	0.13806839405546714	1000.0
CTPS1	0.0	0.015587576805146648	1000.0
CTPS2	0.0	0.0	1000.0
CBPS	0.0	0.07750455812679423	1000.0
ASNS1	0.0	0.0	1000.0
PSP	-1000.0	0.26035604075575336	1000.0
SERAT	0.0	0.0	1000.0
TMDPPK	0.0	0.0	1000.0
TMDPK	0.0	0.0	1000.0
ENO	-1000.0	10.667143883342813	1000.0
UAGCVT	0.0	0.02652900088760749	1000.0
TRPS2	0.0	0.0	1000.0
AROH	0.0	0.0	1000.0
PHETA1	-1000.0	-0.03908444149733063	1000.0
LDH_L	-1000.0	0.0	1000.0
ALDD2x	0.0	0.0	1000.0
GLYCLTDx	-1000.0	0.0	1000.0
NTPP9	0.0	0.0	1000.0
NDPK9	-1000.0	0.0	1000.0
TYRTA	-1000.0	-0.05714345288690833	1000.0
ACCOAC	0.0	0.36876398733977367	1000.0
ALCD2x	0.0	6.193695530413623	1000.0
ALCD2y	0.0	0.0	1000.0
GF6PTA	0.0	0.08516995902014067	1000.0
G3PD1ir	0.0	0.15157078256413445	1000.0
G3PD2	0.0	0.0	1000.0
GLYK	0.0	0.0	1000.0
HSOR	0.0	0.04132931403622525	1000.0
SULR_ferr	0.0	0.0	1000.0
HEX7	0.0	0.0	1000.0
KHK	0.0	0.0	1000.0
FPGLP	0.0	0.0	1000.0
SBTD_D2	-1000.0	0.0	1000.0
MAN1PT	0.0	0.0	1000.0
CYSTA	0.0	0.06327227878844617	1000.0
CYSS	0.0	0.0	1000.0
AMPTASECG	-1000.0	0.0	1000.0
ALDD22x	0.0	0.0	1000.0
PTA2	-1000.0	0.0	1000.0
MCITS	0.0	0.0	1000.0
DHFR2i	0.0	0.0	1000.0
THFOR1	0.0	0.0071721946432125065	1000.0
DHFR	0.0	0.0	1000.0
THFOR2	0.0	0.0	1000.0
THFGLUS	0.0	0.0	1000.0
FTHFLi	0.0	0.05165250740271512	1000.0
GHMT2r	-1000.0	-0.19479211704230007	1000.0
METS	0.0	0.025952875594501025	1000.0
GLGC	0.0	7.220550423453523	1000.0
CEPA	0.0	2.92144383597262	1000.0
G1PCTYT	0.0	0.0	1000.0
ITCY	0.0	0.0	1000.0
URIK1	0.0	0.0	1000.0
UPPRT	0.0	0.0	1000.0
UTUP	0.0	0.0	1000.0
URIK2	0.0	0.0	1000.0
URIK3	0.0	0.0	1000.0
ANS	0.0	0.006468889693864918	1000.0
MMOR	0.0	0.10156615756886932	1000.0
SHSL4	0.0	0.0	1000.0
2HBO	0.0	0.0	1000.0
DOLPMT	0.0	0.0	1000.0
TPI	-1000.0	-5.433682645449789	1000.0
MGSA	0.0	0.0	1000.0
PRPPS	0.0	0.06461164295462564	1000.0
ADPRDP	0.0	0.0	1000.0
RPI	-1000.0	-0.1026967840781039	1000.0
PPM	-1000.0	2.7188537382849708e-17	1000.0
GAPD	-1000.0	10.927499924098568	1000.0
DRPA	0.0	1.7086695565512344e-13	1000.0
TGBPA	0.0	0.0	1000.0
ATPPRT	0.014134801861488772	0.014134801861488772	0.014134801861488772
GLUPRT	0.03751770554122635	0.03751770554122635	0.03751770554122635
ANPRT	0.006468889693864918	0.006468889693864918	0.006468889693864918
BACCL	0.0	0.0	1000.0
FUM	-1000.0	-0.0752386217068129	1000.0
ADSL1r	-1000.0	0.0	1000.0
ARGSL	-1000.0	0.03772091616558658	1000.0
LEUTA	0.0	0.10360022976604998	1000.0
ACNMCT	0.0	0.0	1000.0
IPDPTA	-1000.0	0.0	1000.0
IMPC	-1000.0	-0.05165250740271512	1000.0
IMPD	-1000.0	0.013567366280630213	1000.0
NDPK8	0.0	0.0	1000.0
ALAALAr	0.0	0.026529000887607488	1000.0
AGMT	0.0	0.0	1000.0
LHOR	0.0	0.014134801861488773	1000.0
NHHA	-1000.0	0.0	1000.0
BTCOARx	0.0	0.0	1000.0
POR	0.0	8.867116758676293	1000.0
OOR3	0.0	0.0	1000.0
OBFOR	0.0	0.0	1000.0
DHAD1	0.0	0.20925167161123198	1000.0
IPPS	0.0	0.11218773247603572	1000.0
VALTA	-1000.0	-0.09706393913519622	1000.0
MTHFD	-1000.0	0.03751770554122634	1000.0
MTHFO_nadp	0.0	0.0	1000.0
MOHMT	0.0	0.12414934126336015	1000.0
GPAR	0.0	0.0	1000.0
GMPS	0.013567366280630213	0.013567366280630213	0.013567366280630213
GMPS2	0.0	0.0	1000.0
PRO1x	0.0	0.047228211426259464	1000.0
P5CR	0.0	0.0	1000.0
FACOAL160	0.0	0.0	1000.0
AHSERL2	0.0	0.025952875594500994	1000.0
SHSL2	0.0	0.0	1000.0
ACONT	-1000.0	0.21931053169171053	1000.0
PPNDH	0.0	0.03908444149733063	1000.0
UGE2	-1000.0	0.0	1000.0
HPYRRx	-1000.0	0.0	1000.0
ASPCT	0.0	0.03978364196120766	1000.0
OCBT	-1000.0	0.03772091616558658	1000.0
MTAP	-1000.0	0.0	1000.0
NBAH	0.0	0.0	1000.0
THRS	0.0	0.06749866954734401	1000.0
PGK	0.0	10.927499924098568	1000.0
PGLYDH	0.0	0.26035604075575336	1000.0
GLYPT	0.0	0.0	1000.0
PGM	-1000.0	10.667143883342815	1000.0
RPE	-1000.0	-0.10269678407810388	1000.0
2D3DGLNR	-1000.0	0.0	1000.0
DADK	0.0	0.0	1000.0
DATCY	0.0	0.0	1000.0
DATUP	0.0	0.0	1000.0
PUNP1	-1000.0	0.038085141122084935	1000.0
ABGPT	0.0	2.92144383597262	1000.0
ACOATA	0.0	0.046815740580244694	1000.0
ACPS1	0.0	0.0	1000.0
MCOATA	0.0	0.3687639873397737	1000.0
XYLK	-1000.0	0.0	1000.0
MTHFC	0.0	0.0	1000.0
DMATT	0.0	0.0	1000.0
DCMPDA	0.0	0.0	1000.0
CYTK2	0.0	0.0	1000.0
CHRS	0.0	0.10269678407810388	1000.0
CHORM	0.0	0.09622789438423897	1000.0
NAMNPP	0.0	0.0	1000.0
PPND	0.0	0.05714345288690833	1000.0
GLYALDDr	-1000.0	0.0	1000.0
HSDxi	0.0	0.093451545141845	1000.0
HSDH	0.0	0.0	1000.0
HSST	0.0	0.0	1000.0
CDGPT	0.0	0.005313491815451691	1000.0
ACNPLYS	0.0	0.0	1000.0
PMANM	-1000.0	0.0	1000.0
MPAKI	-1000.0	0.0	1000.0
DPHS	0.0	0.1026967840781039	1000.0
NTPP1	0.0	0.0	1000.0
NTPP5	0.0	0.0	1000.0
NTPP6	0.0	0.0	1000.0
NTPP7	0.0	0.0	1000.0
NTPP8	0.0	0.0	1000.0
NTPTP1	0.0	0.0	1000.0
NDPK5	0.0	0.0	1000.0
PUNP5	-1000.0	-0.03808514112208491	1000.0
DHORD_NAD	0.0	0.03978364196120766	1000.0
QUINDH	0.0	0.0	1000.0
CYTD	0.0	0.0	1000.0
DGTUP	0.0	0.0	1000.0
XYLTD_D	0.0	0.0	1000.0
SPMS	0.0	0.0	1000.0
SALCCM	-1000.0	0.0	1000.0
ARGSS	0.03772091616558657	0.03772091616558657	0.03772091616558657
PUNP4	-1000.0	0.0	1000.0
HBCO	-1000.0	0.0	1000.0
AABHH	0.0	0.0	1000.0
DHR	-1000.0	-0.03978364196120766	1000.0
RDXR	-1000.0	0.0	1000.0
RNTR1	0.0	0.006964422852110686	1000.0
TRDR	0.0	0.0	1000.0
RNDR1n	0.0	0.0	1000.0
RNDR4	0.0	0.007172194643212511	1000.0
RNDR2	0.0	0.0	1000.0
RNTR2	0.0	0.003648885800154671	1000.0
PAPSR	0.0	0.041329314036225244	1000.0
RNTR3	0.0	0.004157461456743059	1000.0
RNTR4	0.0	0.0	1000.0
RNDR3	0.0	0.0	1000.0
CLS2	0.0	0.00027610267395684754	1000.0
AGDC	0.0	0.0	1000.0
PGAMT	-1000.0	-0.0851699590201407	1000.0
FRTT	-1000.0	0.0	1000.0
F6PPT	0.0	5.590045173032846	1000.0
