pFBA knockout results
model: iCBI665

time to solve: 0:00:00.024000
objective value: 11.47336343
ethanol maximization reaction flux profile

reaction	lb	level	ub
----------------------------------------------------------------------------------
PPA	0.0	5.7626095129487505	1000.0
ACLS	0.0	0.010305675155350679	1000.0
PDHam1hi	0.0	0.005517999155083622	1000.0
ECH	-1000.0	0.0	1000.0
AHEXASE3	0.0	0.0	1000.0
CLBH	0.0	0.0	1000.0
PPBNGS	0.0	0.0	1000.0
HMBS	0.0	0.0	1000.0
ATPS	0.0	0.0	1000.0
GLUS	0.0	0.0	1000.0
NADK	0.0	0.0004430303345295077	1000.0
GLUSy	0.0	0.0	1000.0
ADK1	0.0	0.034013545286528384	1000.0
DPCOAK	0.0	0.0	1000.0
UREA	0.0	0.0	1000.0
NMNAT	0.0	0.0	1000.0
HAMR	-1000.0	0.0	1000.0
NDPK2	0.0	0.014863669234142226	1000.0
UMPK	0.0	0.010527487909808406	1000.0
FMNAT	0.0	0.0	1000.0
METAT	0.0	0.0	1000.0
NTD7	0.0	0.0	1000.0
BPNT	0.0	0.0023969949909061856	1000.0
ADPT	0.0	0.0	1000.0
AHCi	0.0	0.0	1000.0
PPDK	0.0	0.0	0.0
PFL	0.0	0.035363833204962655	1000.0
ME2	-1000.0	11.540106210530135	1000.0
ACALD	0.0	11.473363434321676	1000.0
PTAr	-1000.0	0.0	1000.0
ACS	0.0	0.00791499414598981	1000.0
ACADCOAT	0.0	0.0	1000.0
GLU5K	0.0	0.002300156512178501	1000.0
GLUDy	-1000.0	-0.11562007422244941	1000.0
OPAH	-1000.0	0.0	1000.0
GLNS	0.0	0.024453328811040044	1000.0
NADS2	0.0	0.0011929159487601036	1000.0
ALATA_L	-1000.0	-0.009883881695512986	1000.0
ACGS	0.0	0.0	1000.0
ICDHyr	0.0	0.013433429773121643	1000.0
OXSCL	0.0	0.0	1000.0
GALU	-1000.0	0.005803609113296849	1000.0
HEX1	0.0	2.9214438359726205	1000.0
ACKr	0.0	0.0	1000.0
ACADT	0.0	0.0	1000.0
NDPK1	-1000.0	-11.583578044292773	1000.0
GK1	-1000.0	0.0006029837756315275	1000.0
PPGPPDP	0.0	0.0	1000.0
PC	0.0	0.0	1000.0
CS	0.0	0.013433429773121643	1000.0
ASPTA	-1000.0	-0.041049369888727434	1000.0
AGT	-1000.0	0.0	1000.0
GLYAT	-1000.0	0.0	1000.0
GLYTA	-1000.0	-1.154077610945075e-16	1000.0
ALAR	0.0	0.004016265995331959	1000.0
UAG2EMA	0.0	0.0	1000.0
UAGP2UAG	0.0	0.00531716646016918	1000.0
UAG4Ei	0.0	0.0015186595684211876	1000.0
UAG2E	0.0	0.00012637287056166743	1000.0
GTPCII2	0.0	0.0	1000.0
NTPP2	0.0	0.0	1000.0
NTPH	0.0	0.0	1000.0
GTPDPK	0.0	0.0	1000.0
PEPCK_re	-1000.0	11.586802445387038	1000.0
DAPDC	0.0	0.005296470505429662	1000.0
LYSDC	0.0	0.0	1000.0
HOGL	-1000.0	0.0	1000.0
ASPK	0.0	0.017472090829106723	1000.0
ASNS2	0.0	0.0035899809506290915	1000.0
ASP1DC	0.0	0.0	1000.0
ADSK	0.0	0.002396994990906186	1000.0
NTD4	0.0	0.0	1000.0
CYTK1	-1000.0	0.006095853706504597	1000.0
CYTDK1	0.0	0.0	1000.0
UTCY	0.0	0.0	1000.0
CYTDK2	0.0	0.0	1000.0
SADT	0.0	0.0023969949909061856	1000.0
RBFK	0.0	0.0	1000.0
DCTPD2	0.0	0.0	1000.0
NDPK3	-1000.0	0.006083817019277749	1000.0
CTPS1	0.0	0.0030852527665373307	1000.0
CTPS2	0.0	0.0	1000.0
CBPS	0.0	0.010066005869806936	1000.0
ASNS1	0.0	0.0	1000.0
PSP	0.0	0.013023182436452042	1000.0
SPTc	-1000.0	0.0	1000.0
SERAT	0.0	0.0007625257602050379	1000.0
SGAT	0.0	0.0	1000.0
TDP	0.0	0.0	1000.0
TMDPPK	0.0	0.0	1000.0
TMDPK	0.0	0.0	1000.0
ENO	-1000.0	11.61304714530164	1000.0
UAGCVT	0.0	0.0016537729257075843	1000.0
NTTP8	0.0	0.0	1000.0
TRPS2	0.0	0.0	1000.0
AROH	0.0	0.0	1000.0
PHETA1	-1000.0	-0.008902416391678632	1000.0
LDH_L	0.0	0.0	1000.0
ALDD2x	0.0	0.0	1000.0
ALDD2y	0.0	0.0	1000.0
GLYCLTDx	-1000.0	1.1540776109450747e-16	1000.0
NTPP9	0.0	0.0	1000.0
NDPK9	0.0	0.0	1000.0
TYRTA	-1000.0	-0.002777205676116515	1000.0
ACCOAC	0.0	0.0	1000.0
ALCD2x	0.0	11.473363434321676	1000.0
G6PDA_1	0.0	0.0	1000.0
GF6PTA	0.0	0.00531716646016918	1000.0
CYSDS	0.0	0.0	1000.0
G3PD1ir	0.0	0.0	1000.0
G3PD2	0.0	0.0	1000.0
GLYK	0.0	7.4071921395985384e-06	1000.0
HSOR	0.0	0.002396994990906186	1000.0
SULR_ferr	0.0	0.0	1000.0
HEX7	0.0	0.0	1000.0
SBTD_D2	0.0	0.0	1000.0
MAN1PT	0.0	0.0	1000.0
CYSTA	0.0	0.0	1000.0
CYSS	0.0	0.0007625257602050377	1000.0
AMPTASECG	-1000.0	0.0	1000.0
ALDD22x	0.0	0.0	1000.0
PCMT	0.0	0.0	1000.0
PTA2	0.0	0.0	1000.0
PACPT	-1000.0	0.0	1000.0
MCITS	0.0	0.0	1000.0
DHFR2i	0.0	0.0	1000.0
THFOR1	0.0	0.0002821230550013151	1000.0
DHFR	0.0	0.0	1000.0
THFOR2	0.0	0.0	1000.0
THFGLUS	0.0	0.0	1000.0
FTHFLi	0.0	0.0007434109810707822	1000.0
GHMT2r	-1000.0	-0.006749881157883744	1000.0
METS	0.0	0.001634469230701148	1000.0
GLGC	0.0	0.0	0.0
CEPA	0.0	2.9214438359726205	1000.0
G1PCTYT	0.0	0.0	1000.0
ITCY	0.0	0.0	1000.0
NTD2	0.0	0.0	1000.0
URIK1	0.0	0.0	1000.0
UPPRT	0.0	0.0	1000.0
UTUP	0.0	0.0	1000.0
URIK2	0.0	0.0	1000.0
URIK3	0.0	0.0	1000.0
ANS	0.0	0.0006158414266537306	1000.0
MMOR	0.0	0.0	1000.0
SHSL4	0.0	0.0	1000.0
2HBO	0.0	0.0	1000.0
CYSTGL	0.0	0.005517999155083623	1000.0
DOLPMT	0.0	0.0	1000.0
TPI	-1000.0	-5.818278516928564	1000.0
MGSA	0.0	0.0	1000.0
PRPPS	0.0	0.012295463494448995	1000.0
ADPRDP	0.0	0.0	1000.0
RPI	-1000.0	-0.012295463494448995	1000.0
PPM	-1000.0	0.0	1000.0
GAPD	-1000.0	11.626070327738093	1000.0
DRPA	0.0	0.0	0.0
TGBPA	0.0	0.0	1000.0
ATPPRT	0.0	0.0009393472945822151	1000.0
GLUPRT	0.0	0.002318676279334982	1000.0
ANPRT	0.0	0.0006158414266537307	1000.0
BACCL	0.0	0.0	1000.0
FUM	-1000.0	-0.0077865648049483	1000.0
