pFBA knockout results
model: iCBI665

time to solve: 0:00:00.022004
objective value: 11.45594820
ethanol maximization reaction flux profile

reaction	lb	level	ub
----------------------------------------------------------------------------------
PPA	0.0	10.433876938094025	1000.0
ACLS	0.0	0.010750043863210556	1000.0
PDHam1hi	0.0	0.005755928850863265	1000.0
ECH	-1000.0	0.0	1000.0
AHEXASE3	0.0	0.0	1000.0
CLBH	0.0	0.0	1000.0
PPBNGS	0.0	0.0	1000.0
HMBS	0.0	0.0	1000.0
ATPS	0.0	0.0	1000.0
GLUS	0.0	0.0	1000.0
NADK	0.0	0.00046213328647878263	1000.0
GLUSy	0.0	0.0	1000.0
ADK1	0.0	0.0	1000.0
DPCOAK	0.0	0.0	1000.0
UREA	0.0	0.0	1000.0
NMNAT	0.0	0.0	1000.0
HAMR	-1000.0	0.0	1000.0
NDPK2	0.0	0.015504573337179391	1000.0
UMPK	0.0	0.010981420925256034	1000.0
FMNAT	0.0	0.0	1000.0
METAT	0.0	0.0	1000.0
NTD7	0.0	0.0	1000.0
BPNT	0.0	0.002500350622710917	1000.0
ADPT	0.0	0.0	1000.0
AHCi	0.0	0.0	1000.0
PPDK	0.0	11.579333538441494	1000.0
PFL	0.0	0.0007754659966110319	1000.0
ME2	-1000.0	-0.045508411255444685	1000.0
ACALD	0.0	11.455948200741	1000.0
PTAr	-1000.0	0.0	1000.0
ACS	0.0	0.0	0.0
ACADCOAT	0.0	0.0	0.0
GLU5K	0.0	0.002399336581585362	1000.0
GLUDy	-1000.0	-0.12060547713989739	1000.0
OPAH	-1000.0	0.0	1000.0
GLNS	0.0	0.02550772786430653	1000.0
NADS2	0.0	0.0012443530948764423	1000.0
ALATA_L	-1000.0	-0.010310063160721956	1000.0
ACGS	0.0	-7.682070091119518e-19	1000.0
ICDHyr	0.0	0.014012663616649199	1000.0
OXSCL	0.0	0.0	1000.0
GALU	-1000.0	0.006053853977774317	1000.0
HEX1	0.0	2.9214438359726205	1000.0
ACKr	0.0	0.0	1000.0
ACADT	0.0	0.0	0.0
NDPK1	-1000.0	0.0	1000.0
GK1	-1000.0	0.0006289837336350059	1000.0
PPGPPDP	0.0	0.0	1000.0
PC	0.0	0.0	1000.0
CS	0.0	0.014012663616649197	1000.0
ASPTA	-1000.0	-0.042819370900925545	1000.0
AGT	-1000.0	0.0	1000.0
GLYAT	-1000.0	0.0	1000.0
GLYTA	-1000.0	0.0	1000.0
ALAR	0.0	0.004189442706596783	1000.0
UAG2EMA	0.0	0.0	1000.0
UAGP2UAG	0.0	0.0055464364840894	1000.0
UAG4Ei	0.0	0.0015841423999606607	1000.0
UAG2E	0.0	0.0001318219215314989	1000.0
GTPCII2	0.0	0.0	1000.0
NTPP2	0.0	0.0	1000.0
NTPH	0.0	0.0	1000.0
GTPDPK	0.0	0.0	1000.0
PEPCK_re	-1000.0	0.0032013108531414093	1000.0
DAPDC	0.0	0.0055248481438897445	1000.0
LYSDC	0.0	0.0	1000.0
HOGL	-1000.0	0.0	1000.0
ASPK	0.0	0.018225467032829727	1000.0
ASNS2	0.0	0.0037447767473357593	1000.0
ASP1DC	0.0	0.0	1000.0
ADSK	0.0	0.0025003506227109173	1000.0
NTD4	0.0	0.0	1000.0
CYTK1	-1000.0	0.0063586998174123225	1000.0
CYTDK1	0.0	0.0	1000.0
UTCY	0.0	0.0	1000.0
CYTDK2	0.0	0.0	1000.0
SADT	0.0	0.0025003506227109173	1000.0
RBFK	0.0	0.0	1000.0
DCTPD2	0.0	0.0	1000.0
NDPK3	-1000.0	0.006346144122253507	1000.0
CTPS1	0.0	0.003218285271891965	1000.0
CTPS2	0.0	0.0	1000.0
CBPS	0.0	0.010500040317259283	1000.0
ASNS1	0.0	0.0	1000.0
PSP	0.0	0.013584726892731333	1000.0
SPTc	-1000.0	0.0	1000.0
SERAT	0.0	0.0007954049827367384	1000.0
SGAT	0.0	0.0	1000.0
TDP	0.0	0.0	1000.0
TMDPPK	0.0	-8.061351047832678e-19	1000.0
TMDPK	0.0	0.0	1000.0
ENO	-1000.0	11.609911190097767	1000.0
UAGCVT	0.0	0.001725081687822872	1000.0
NTTP8	0.0	0.0	1000.0
TRPS2	0.0	0.0	1000.0
AROH	0.0	0.0	1000.0
PHETA1	-1000.0	-0.009286278216294604	1000.0
LDH_L	0.0	0.0	1000.0
ALDD2x	0.0	0.0	1000.0
ALDD2y	0.0	0.0	1000.0
GLYCLTDx	-1000.0	0.0	1000.0
NTPP9	0.0	0.0	1000.0
NDPK9	0.0	0.0	1000.0
TYRTA	-1000.0	-0.0028969555497690208	1000.0
ACCOAC	0.0	0.0	1000.0
ALCD2x	0.0	11.455948200741	1000.0
G6PDA_1	0.0	0.0	1000.0
GF6PTA	0.0	0.005546436484089401	1000.0
CYSDS	0.0	0.0	1000.0
G3PD1ir	0.0	0.0	1000.0
G3PD2	0.0	0.0	1000.0
GLYK	0.0	7.726581636193944e-06	1000.0
HSOR	0.0	0.0025003506227109173	1000.0
SULR_ferr	0.0	0.0	1000.0
HEX7	0.0	0.0	1000.0
SBTD_D2	0.0	0.0	1000.0
MAN1PT	0.0	0.0	1000.0
CYSTA	0.0	0.0	1000.0
CYSS	0.0	0.0007954049827367384	1000.0
AMPTASECG	-1000.0	0.0	1000.0
ALDD22x	0.0	0.0	1000.0
PCMT	0.0	0.0	1000.0
PTA2	0.0	0.0	1000.0
PACPT	0.0	0.0	0.0
MCITS	0.0	0.0	1000.0
DHFR2i	0.0	0.0002942878724943333	1000.0
THFOR1	0.0	0.0	1000.0
DHFR	0.0	0.0	1000.0
THFOR2	0.0	0.0	1000.0
THFGLUS	0.0	0.0	1000.0
FTHFLi	0.0	0.0007754659966110319	1000.0
GHMT2r	-1000.0	-0.0070409281706524315	1000.0
METS	0.0	0.0017049456399741787	1000.0
GLGC	0.0	0.0	0.0
CEPA	0.0	2.9214438359726205	1000.0
G1PCTYT	0.0	0.0	1000.0
ITCY	0.0	0.0	1000.0
NTD2	0.0	0.0	1000.0
URIK1	0.0	0.0	1000.0
UPPRT	0.0	0.0	1000.0
UTUP	0.0	0.0	1000.0
URIK2	0.0	0.0	1000.0
URIK3	0.0	0.0	1000.0
ANS	0.0	0.0006423957915918315	1000.0
MMOR	0.0	0.0	1000.0
SHSL4	0.0	0.0	1000.0
2HBO	0.0	0.0	1000.0
CYSTGL	0.0	0.005755928850863265	1000.0
DOLPMT	0.0	0.0	1000.0
TPI	-1000.0	-5.8172173988308415	1000.0
MGSA	0.0	0.0	1000.0
PRPPS	0.0	6.9256865216256065	1000.0
ADPRDP	0.0	4.639248756109368	1000.0
RPI	-1000.0	-0.012825629557656629	1000.0
PPM	-1000.0	6.912860892067949	1000.0
GAPD	-1000.0	11.6234959169905	1000.0
DRPA	0.0	0.0	0.0
TGBPA	0.0	0.0	1000.0
ATPPRT	0.0	0.0009798508557010079	1000.0
GLUPRT	0.0	0.0024186548995469726	1000.0
ANPRT	0.0	0.0006423957915918315	1000.0
BACCL	0.0	0.0	1000.0
FUM	-1000.0	-0.008122312408988643	1000.0
ADSL1r	-1000.0	0.002743992108123383	1000.0
ARGSL	-1000.0	0.002959665401318287	1000.0
LEUTA	0.0	0.00588793309261056	1000.0
ACNMCT	0.0	0.0	1000.0
IPDPTA	-1000.0	0.0	1000.0
NTD11	0.0	0.0	1000.0
IMPC	-1000.0	-0.0033985057552479796	1000.0
IMPD	-1000.0	0.000654513647124597	1000.0
ADSS	0.0	0.002743992108123383	1000.0
NDPK8	0.0	0.0	1000.0
ALAALAr	0.0	0.0017250816878228718	1000.0
AGMT	0.0	0.0	1000.0
LHOR	0.0	0.0009798508557010074	1000.0
NHHA	-1000.0	0.0	1000.0
BTCOARx	0.0	0.0	1000.0
POR	0.0	11.48887604741131	1000.0
OOR3	0.0	0.0	1000.0
OBFOR	0.0	0.0	1000.0
DHAD1	0.0	0.010750043863210554	1000.0
IPPS	0.0	0.005887933092610561	1000.0
VALTA	-1000.0	-0.004862110770599993	1000.0
MTHFD	-1000.0	0.00504169465818392	1000.0
MTHFO_nadp	0.0	0.0017049456399741787	1000.0
MOHMT	0.0	0.0	1000.0
NTD9	0.0	0.0	1000.0
GPAR	0.0	0.0	1000.0
GMPS	0.0	0.0006545136471245969	1000.0
GMPS2	0.0	0.0	1000.0
PRO1x	0.0	0.0	1000.0
P5CR	0.0	0.0023993365815853616	1000.0
FACOAL160	0.0	0.0	1000.0
CYSTL	0.0	0.0	1000.0
AHHST	0.0	0.0017049456399741787	1000.0
SHSL2	0.0	0.0	1000.0
ACONT	-1000.0	0.014012663616649199	1000.0
PPNDH	0.0	0.009286278216294602	1000.0
UGE2	-1000.0	0.0	1000.0
HPYRRx	-1000.0	0.0	1000.0
ASPCT	0.0	0.007540374915940998	1000.0
OCBT	-1000.0	0.0029596654013182874	1000.0
MTAP	-1000.0	0.0	1000.0
NBAH	0.0	0.0	1000.0
THRS	0.0	0.0035146627102796693	1000.0
PGK	0.0	11.623495916990501	1000.0
